name,url,description,duration,remote_support,adaptive_support,test_type
Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,Molecular Biology (New),,Yes,No,['K']
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,MongoDB (New),,Yes,No,['K']
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,Motivation Questionnaire MQM5,,Yes,No,['P']
MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,MQ Candidate Motivation Report,,Yes,No,['P']
MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,MQ Employee Motivation Report,,Yes,No,['P']
MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,MQ Motivation Report Pack,,Yes,No,['P']
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,MQ Profile,,Yes,No,['P']
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,MS Access (New),,Yes,No,['K']
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,MS Excel (New),,Yes,No,['K']
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,MS Office Basic Computer Literacy (New),,Yes,No,['K']
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,MS Office Basic Computer Literacy (Sim) (New),,Yes,No,['S']
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,MS PowerPoint (New),,Yes,No,['K']
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,MS Word (New),,Yes,No,['K']
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,MuleSoft Development (New),,Yes,No,['K']
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,Multitasking Ability,,Yes,No,"['A', 'K', 'S']"
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,Networking and Implementation (New),,Yes,No,['K']
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,Node.js (New),,Yes,No,['K']
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,Nursing (New),,Yes,No,['K']
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,Occupational Personality Questionnaire OPQ32r,,Yes,No,['P']
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,Operations Management (New),,Yes,No,['K']
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,OPQ Candidate Plus Report,,Yes,No,['P']
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,OPQ Candidate Report 2.0,,Yes,No,['P']
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,OPQ Emotional Intelligence Report,,Yes,No,['P']
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,OPQ Leadership Report,,Yes,No,['P']
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,OPQ Manager Plus Report,,Yes,No,['P']
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,OPQ Manager Plus Report 2.0,,Yes,No,['P']
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,OPQ Maximising your Learning Report,,Yes,No,['P']
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,OPQ MQ Sales Report,,Yes,No,['P']
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,OPQ Premium Plus Report,,Yes,No,['P']
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,OPQ Premium Plus Report 2.0,,Yes,No,['P']
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,OPQ Profile Report,,Yes,No,['P']
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,OPQ Team Impact Group Development Report,,Yes,No,['P']
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,OPQ Team Impact Individual Development Report,,Yes,No,['P']
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,OPQ Team Impact Selection Report,,Yes,No,['P']
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,OPQ Team Types & Leadership Styles Profile,,Yes,No,['P']
OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,OPQ Team Types and Leadership Styles Report,,Yes,No,['P']
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,OPQ UCF Development Action Planner Report 1.0,,Yes,No,['P']
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,OPQ UCF Development Action Planner Report 2.0,,Yes,No,['P']
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,OPQ Universal Competency Report 1.0,,Yes,No,['P']
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,OPQ Universal Competency Report 2.0,,Yes,No,['P']
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,OPQ User and Managers Report,,Yes,No,['P']
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,OPQ User Report,,Yes,No,"['P', 'S']"
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,Oracle DBA (Advanced Level) (New),,Yes,No,['K']
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,Oracle DBA (Entry Level) (New),,Yes,No,['K']
Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,Oracle PL/SQL (New),,Yes,No,['K']
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,Oracle WebLogic Server (New),,Yes,No,['K']
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Organic Chemistry (New),,Yes,No,['K']
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,Paint Technology (New),,Yes,No,['K']
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,Pediatrics (New),,Yes,No,['K']
Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,Pega Development (New),,Yes,No,['K']
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,Perl (New),,Yes,No,['K']
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,Petrochemical Engineering (New),,Yes,No,['K']
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,Petroleum Engineering (New),,Yes,No,['K']
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,Pharmaceutical Analysis (New),,Yes,No,['K']
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,Pharmaceutical Chemistry (New),,Yes,No,['K']
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,Pharmaceutical Science (New),,Yes,No,['K']
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,Pharmaceutics (New),,Yes,No,['K']
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,Pharmacology (New),,Yes,No,['K']
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,PHP (New),,Yes,No,['K']
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,PJM Development Report,,Yes,No,"['C', 'A', 'P']"
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,PJM Selection Report,,Yes,No,"['A', 'C', 'P']"
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,Polymer Engineering (New),,Yes,No,['K']
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,Power Electronics and Drives (New),,Yes,No,['K']
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,Power System Engineering (New),,Yes,No,['K']
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,Prism (New),,Yes,No,['K']
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,Production and Industrial Engineering (New),,Yes,No,['K']
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,Production Engineering (New),,Yes,No,['K']
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,Programming Concepts,,Yes,Yes,['K']
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,Project Management (2013),,Yes,Yes,['K']
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,Proofreading v1,,Yes,No,['K']
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,Python (New),,Yes,No,['K']
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,R Programming (New),,Yes,No,['K']
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,ReactJS (New),,Yes,No,['K']
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,Reading Comprehension - English v1,,Yes,Yes,['A']
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Reading Comprehension - Spanish v1,,Yes,Yes,['A']
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Reading Comprehension v2,,Yes,Yes,['A']
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,RemoteWorkQ,,Yes,No,['C']
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,RemoteWorkQ Manager Report,,Yes,No,['C']
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,RemoteWorkQ Participant Report,,Yes,No,['C']
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,RESTful Web Services (New),,Yes,No,['K']
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Retail Sales and Service Simulation,,Yes,No,"['B', 'K', 'S', 'A']"
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,Reviewing Forms - US (R1),,Yes,No,['K']
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,Ruby (New),,Yes,No,['K']
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,Ruby on Rails (New),,Yes,No,['K']
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,Sales & Service Phone Simulation,,Yes,No,"['S', 'B']"
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,Sales & Service Phone Solution,,Yes,No,"['B', 'P', 'S']"
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,Sales Interview Guide,,Yes,No,"['P', 'P']"
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,Sales Profiler Cards,,Yes,No,['P']
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,Sales Transformation 1.0 - Individual Contributor,,Yes,No,['P']
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Sales Transformation 2.0 - Individual Contributor,,Yes,No,['P']
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Sales Transformation Report 1.0 - Sales Manager,,Yes,No,['P']
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Sales Transformation Report 2.0 - Sales Manager,,Yes,No,['P']
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,Salesforce Development (New),,Yes,No,['K']
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,SAP ABAP (Advanced Level) (New),,Yes,No,['K']
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,SAP ABAP (Intermediate Level) (New),,Yes,No,['K']
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,SAP Basis (New),,Yes,No,['K']
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,SAP Business Objects WebI (New),,Yes,No,['K']
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,SAP BW (Business Warehouse) (New),,Yes,No,['K']
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,SAP HCM (Human Capital Management) (New),,Yes,No,['K']
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,SAP Hybris (New),,Yes,No,['K']
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,SAP Materials Management (New),,Yes,No,['K']
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,SAP SD (Sales and Distribution) (New),,Yes,No,['K']
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,Search Engine Optimization (New),,Yes,No,['K']
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,Selenium (New),,Yes,No,['K']
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,Shell Scripting (New),,Yes,No,['K']
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,SHL Verify Interactive - Inductive Reasoning,,Yes,Yes,"['A', 'S']"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,SHL Verify Interactive – Deductive Reasoning,,Yes,Yes,"['A', 'S']"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,SHL Verify Interactive – Numerical Reasoning,,Yes,Yes,"['A', 'S']"
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,SHL Verify Interactive G+,36.0,Yes,Yes,['A']
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,SHL Verify Interactive Numerical Calculation,,Yes,Yes,['A']
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,Siebel Development (New),,Yes,No,['K']
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,Smart Interview Live,,Yes,No,['P']
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,Smart Interview Live Coding,,Yes,No,['K']
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,Smart Interview On Demand,,Yes,No,['P']
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Social Media (New),,Yes,No,['K']
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,Software Business Analysis,,Yes,Yes,['K']
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,SonarQube (New),,Yes,No,['K']
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Spelling (U.S.) (New),,Yes,No,['K']
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,Split Screen Typing Test - Form 1,,Yes,No,"['A', 'K']"
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,Spring (New),,Yes,No,['K']
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,SQL (New),,Yes,No,['K']
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,SQL Server (New),,Yes,No,['K']
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,SQL Server Analysis Services (SSAS) (New),,Yes,No,['K']
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,SQL Server Integration Services (SSIS) (New),,Yes,No,['K']
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,SQL Server Reporting Services (SSRS) (New),,Yes,No,['K']
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Statistical Analysis System (New),,Yes,No,['K']
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,Struts (New),,Yes,No,['K']
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,SVAR - Spoken English (AUS),,Yes,No,['S']
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,SVAR - Spoken English (Indian Accent)  (New),,Yes,No,['S']
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,SVAR - Spoken English (U.K.),,Yes,No,['S']
SVAR - Spoken English (US)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,SVAR - Spoken English (US)  (New),,Yes,No,['S']
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,SVAR - Spoken French (Canadian) (New),,Yes,No,['S']
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,SVAR - Spoken French (European) (New),,Yes,No,['S']
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,SVAR - Spoken Spanish (Castilian) (New),,Yes,No,['S']
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,SVAR - Spoken Spanish (North American) (New),,Yes,No,['S']
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,Swing (New),,Yes,No,['K']
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,Tableau (New),,Yes,No,['K']
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Telecommunications Engineering (New),,Yes,No,['K']
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,Teradata Development (New),,Yes,No,['K']
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,Time Management (U.S.),,Yes,Yes,['K']
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,Training Development,,Yes,Yes,['K']
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,Typing (New),,Yes,No,['S']
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,UiPath RPA Development (New),,Yes,No,['K']
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Universal Competency Framework Interview Guide,,Yes,No,"['C', 'P']"
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Universal Competency Framework Job profiling guide,,Yes,No,"['C', 'P']"
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Universal Competency Framework Profiler Cards (44),,Yes,No,"['C', 'P']"
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,UNIX (New),,Yes,No,['K']
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,VB.NET (New),,Yes,No,['K']
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Verify - Deductive Reasoning,18.0,Yes,Yes,['A']
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Verify - Following Instructions,,Yes,No,['A']
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,Verify - G+,,Yes,Yes,['A']
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,Verify - General Ability Screen,,Yes,Yes,['A']
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Verify - Inductive Reasoning (2014),,Yes,Yes,['A']
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Verify - Numerical Ability,20.0,Yes,Yes,['A']
Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,Verify - Technical Checking - Next Generation,,Yes,No,['A']
Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,Verify - Verbal Ability - Next Generation,15.0,Yes,Yes,['A']
Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,Verify - Working with Information,,Yes,No,['A']
Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Verify G+ - Ability Test Report,,Yes,No,['A']
Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,Verify G+ - Candidate Report,,Yes,No,['A']
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report,,Yes,No,['A']
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Verify Interactive G+ Candidate Report,,Yes,No,['A']
Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Verify Interactive G+ Report,,Yes,No,['A']
Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,Verify Interactive Process Monitoring,,Yes,No,['A']
Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,Virtual Assessment and Development Centers,,Yes,No,['P']
Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,Visual Basic for Applications (New),,Yes,No,['K']
Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,Visual Comparison - UK,,Yes,No,['K']
Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,Visual Comparison - US,,Yes,No,['K']
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,VLSI and Embedded Systems (New),,Yes,No,['K']
What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,What Is The Value - US,,Yes,Yes,['K']
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,Workplace Administration Skills (New),,Yes,No,['K']
Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,Workplace Health and Safety (New),,Yes,No,['K']
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,WriteX - Email Writing (Customer Service) (New),,Yes,No,['S']
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,WriteX - Email Writing (Managerial) (New),,Yes,No,['S']
WriteX - Email Writing (Sales) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,WriteX - Email Writing (Sales) (New),,Yes,No,"['B', 'S']"
Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,Written English v1,,Yes,Yes,['K']
Written Spanish,https://www.shl.com/products/product-catalog/view/written-spanish/,Written Spanish,,Yes,Yes,['K']
Zabbix (New),https://www.shl.com/products/product-catalog/view/zabbix-new/,Zabbix (New),,Yes,No,['K']
360 Digital Report,https://www.shl.com/products/product-catalog/view/360-digital-report/,360 Digital Report,,Yes,No,['D']
360° Multi-Rater Feedback System (MFS),https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,360° Multi-Rater Feedback System (MFS),,Yes,No,"['D', 'P']"
